NAICS_TITLE,OCC_TITLE,TOT_EMP,A_MEAN,year
General Medical and Surgical Hospitals,"Software Developers, Applications",5540,86640,2017-05-01
General Medical and Surgical Hospitals,"Software Developers, Systems Software",1150,94340,2017-05-01
General Medical and Surgical Hospitals,Web Developers,720,80390,2017-05-01
General Medical and Surgical Hospitals,Database and Systems Administrators and Network Architects,12150,81190,2017-05-01
General Medical and Surgical Hospitals,Database Administrators,2640,77840,2017-05-01
General Medical and Surgical Hospitals,Network and Computer Systems Administrators,7400,80070,2017-05-01
General Medical and Surgical Hospitals,Computer Network Architects,2100,89380,2017-05-01
General Medical and Surgical Hospitals,Computer Support Specialists,13110,53540,2017-05-01
General Medical and Surgical Hospitals,Computer User Support Specialists,9910,50860,2017-05-01
General Medical and Surgical Hospitals,Computer Network Support Specialists,3200,61840,2017-05-01
General Medical and Surgical Hospitals,Miscellaneous Computer Occupations,4420,79780,2017-05-01
General Medical and Surgical Hospitals,"Computer Occupations, All Other",4420,79780,2017-05-01
General Medical and Surgical Hospitals,Mathematical Science Occupations,4980,76530,2017-05-01
General Medical and Surgical Hospitals,Operations Research Analysts,2700,70050,2017-05-01
General Medical and Surgical Hospitals,Statisticians,2250,84200,2017-05-01
General Medical and Surgical Hospitals,Architecture and Engineering Occupations,3280,74650,2017-05-01
General Medical and Surgical Hospitals,"Architects, Surveyors, and Cartographers",50,98710,2017-05-01
General Medical and Surgical Hospitals,"Architects, Except Naval",50,98710,2017-05-01
General Medical and Surgical Hospitals,"Architects, Except Landscape and Naval",50,98710,2017-05-01
General Medical and Surgical Hospitals,Engineers,2350,81350,2017-05-01
General Medical and Surgical Hospitals,Biomedical Engineers,1410,76560,2017-05-01
General Medical and Surgical Hospitals,Civil Engineers,50,94060,2017-05-01
General Medical and Surgical Hospitals,Electrical and Electronics Engineers,110,85060,2017-05-01
General Medical and Surgical Hospitals,Electrical Engineers,40,92140,2017-05-01
General Medical and Surgical Hospitals,"Electronics Engineers, Except Computer",80,81830,2017-05-01
General Medical and Surgical Hospitals,Environmental Engineers,30,77110,2017-05-01
General Medical and Surgical Hospitals,"Industrial Engineers, Including Health and Safety",180,93320,2017-05-01
General Medical and Surgical Hospitals,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",80,87680,2017-05-01
General Medical and Surgical Hospitals,Industrial Engineers,110,97410,2017-05-01
General Medical and Surgical Hospitals,Mechanical Engineers,170,79970,2017-05-01
General Medical and Surgical Hospitals,Miscellaneous Engineers,370,90370,2017-05-01
General Medical and Surgical Hospitals,"Engineers, All Other",370,90370,2017-05-01
General Medical and Surgical Hospitals,"Drafters, Engineering Technicians, and Mapping Technicians",880,55290,2017-05-01
General Medical and Surgical Hospitals,Drafters,60,54370,2017-05-01
General Medical and Surgical Hospitals,Architectural and Civil Drafters,40,52990,2017-05-01
General Medical and Surgical Hospitals,"Engineering Technicians, Except Drafters",810,55370,2017-05-01
General Medical and Surgical Hospitals,Electrical and Electronics Engineering Technicians,90,58490,2017-05-01
General Medical and Surgical Hospitals,Environmental Engineering Technicians,280,51230,2017-05-01
General Medical and Surgical Hospitals,Mechanical Engineering Technicians,40,68780,2017-05-01
General Medical and Surgical Hospitals,"Engineering Technicians, Except Drafters, All Other",380,56450,2017-05-01
General Medical and Surgical Hospitals,"Life, Physical, and Social Science Occupations",33560,80740,2017-05-01
General Medical and Surgical Hospitals,Life Scientists,18540,88110,2017-05-01
General Medical and Surgical Hospitals,Biological Scientists,860,89850,2017-05-01
General Medical and Surgical Hospitals,Biochemists and Biophysicists,250,110010,2017-05-01
General Medical and Surgical Hospitals,Microbiologists,410,77070,2017-05-01
General Medical and Surgical Hospitals,"Biological Scientists, All Other",210,91130,2017-05-01
General Medical and Surgical Hospitals,Medical Scientists,17590,88180,2017-05-01
General Medical and Surgical Hospitals,Epidemiologists,770,85190,2017-05-01
General Medical and Surgical Hospitals,"Medical Scientists, Except Epidemiologists",16820,88320,2017-05-01
General Medical and Surgical Hospitals,Miscellaneous Life Scientists,80,56500,2017-05-01
General Medical and Surgical Hospitals,"Life Scientists, All Other",80,56500,2017-05-01
General Medical and Surgical Hospitals,Physical Scientists,2000,130940,2017-05-01
General Medical and Surgical Hospitals,Astronomers and Physicists,1150,177320,2017-05-01
General Medical and Surgical Hospitals,Physicists,1150,177320,2017-05-01
General Medical and Surgical Hospitals,Chemists and Materials Scientists,60,92850,2017-05-01
General Medical and Surgical Hospitals,Chemists,60,92850,2017-05-01
General Medical and Surgical Hospitals,Environmental Scientists and Geoscientists,NA,66100,2017-05-01
General Medical and Surgical Hospitals,"Environmental Scientists and Specialists, Including Health",NA,66100,2017-05-01
General Medical and Surgical Hospitals,Social Scientists and Related Workers,4860,82160,2017-05-01
General Medical and Surgical Hospitals,Survey Researchers,NA,51760,2017-05-01
General Medical and Surgical Hospitals,Psychologists,4620,83700,2017-05-01
General Medical and Surgical Hospitals,"Clinical, Counseling, and School Psychologists",4190,83240,2017-05-01
General Medical and Surgical Hospitals,"Psychologists, All Other",400,88620,2017-05-01
General Medical and Surgical Hospitals,Miscellaneous Social Scientists and Related Workers,180,50420,2017-05-01
General Medical and Surgical Hospitals,"Social Scientists and Related Workers, All Other",180,50420,2017-05-01
General Medical and Surgical Hospitals,"Life, Physical, and Social Science Technicians",8150,50810,2017-05-01
General Medical and Surgical Hospitals,Biological Technicians,4860,49290,2017-05-01
General Medical and Surgical Hospitals,"Miscellaneous Life, Physical, and Social Science Technicians",2450,55870,2017-05-01
General Medical and Surgical Hospitals,"Environmental Science and Protection Technicians, Including Health",580,45610,2017-05-01
General Medical and Surgical Hospitals,"Life, Physical, and Social Science Technicians, All Other",1860,59060,2017-05-01
General Medical and Surgical Hospitals,Community and Social Service Occupations,93460,57680,2017-05-01
General Medical and Surgical Hospitals,"Counselors, Social Workers, and Other Community and Social Service Specialists",85830,58060,2017-05-01
General Medical and Surgical Hospitals,Counselors,14430,51470,2017-05-01
General Medical and Surgical Hospitals,"Educational, Guidance, School, and Vocational Counselors",170,59820,2017-05-01
General Medical and Surgical Hospitals,Marriage and Family Therapists,570,59410,2017-05-01
General Medical and Surgical Hospitals,Rehabilitation Counselors,1340,49570,2017-05-01
General Medical and Surgical Hospitals,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",11070,50980,2017-05-01
General Medical and Surgical Hospitals,"Counselors, All Other",1280,53060,2017-05-01
General Medical and Surgical Hospitals,Social Workers,49470,61120,2017-05-01
General Medical and Surgical Hospitals,"Child, Family, and School Social Workers",2460,52390,2017-05-01
General Medical and Surgical Hospitals,Healthcare Social Workers,40760,62130,2017-05-01
General Medical and Surgical Hospitals,Mental Health and Substance Abuse Social Workers,4770,55380,2017-05-01
General Medical and Surgical Hospitals,"Social Workers, All Other",1480,66400,2017-05-01
General Medical and Surgical Hospitals,Miscellaneous Community and Social Service Specialists,21920,55490,2017-05-01
General Medical and Surgical Hospitals,Health Educators,11260,64440,2017-05-01
General Medical and Surgical Hospitals,Social and Human Service Assistants,4970,40720,2017-05-01
General Medical and Surgical Hospitals,Community Health Workers,3830,47910,2017-05-01
General Medical and Surgical Hospitals,"Community and Social Service Specialists, All Other",1860,56420,2017-05-01
General Medical and Surgical Hospitals,Religious Workers,7630,53480,2017-05-01
General Medical and Surgical Hospitals,Clergy,7330,52960,2017-05-01
General Medical and Surgical Hospitals,"Directors, Religious Activities and Education",180,76390,2017-05-01
General Medical and Surgical Hospitals,Miscellaneous Religious Workers,120,51370,2017-05-01
General Medical and Surgical Hospitals,"Religious Workers, All Other",120,51370,2017-05-01
General Medical and Surgical Hospitals,Legal Occupations,1140,130830,2017-05-01
General Medical and Surgical Hospitals,"Lawyers, Judges, and Related Workers",760,164870,2017-05-01
General Medical and Surgical Hospitals,Lawyers and Judicial Law Clerks,710,170980,2017-05-01
General Medical and Surgical Hospitals,Lawyers,710,170980,2017-05-01
General Medical and Surgical Hospitals,"Judges, Magistrates, and Other Judicial Workers",50,83770,2017-05-01
General Medical and Surgical Hospitals,"Arbitrators, Mediators, and Conciliators",50,83770,2017-05-01
General Medical and Surgical Hospitals,Legal Support Workers,380,62040,2017-05-01
General Medical and Surgical Hospitals,Paralegals and Legal Assistants,320,61930,2017-05-01
General Medical and Surgical Hospitals,Miscellaneous Legal Support Workers,60,62620,2017-05-01
General Medical and Surgical Hospitals,"Title Examiners, Abstractors, and Searchers",30,59150,2017-05-01
General Medical and Surgical Hospitals,"Education, Training, and Library Occupations",14980,90480,2017-05-01
General Medical and Surgical Hospitals,Postsecondary Teachers,9110,117530,2017-05-01
General Medical and Surgical Hospitals,"Health Teachers, Postsecondary",8690,120700,2017-05-01
General Medical and Surgical Hospitals,"Health Specialties Teachers, Postsecondary",5780,136410,2017-05-01
General Medical and Surgical Hospitals,"Nursing Instructors and Teachers, Postsecondary",2910,89400,2017-05-01
General Medical and Surgical Hospitals,Miscellaneous Postsecondary Teachers,NA,43380,2017-05-01
General Medical and Surgical Hospitals,Graduate Teaching Assistants,NA,39130,2017-05-01
General Medical and Surgical Hospitals,"Vocational Education Teachers, Postsecondary",NA,53030,2017-05-01
General Medical and Surgical Hospitals,"Preschool, Primary, Secondary, and Special Education School Teachers",1340,38360,2017-05-01
General Medical and Surgical Hospitals,Preschool and Kindergarten Teachers,1000,34470,2017-05-01
General Medical and Surgical Hospitals,"Preschool Teachers, Except Special Education",990,34410,2017-05-01
General Medical and Surgical Hospitals,Special Education Teachers,310,49180,2017-05-01
General Medical and Surgical Hospitals,"Special Education Teachers, Kindergarten and Elementary School",260,47140,2017-05-01
General Medical and Surgical Hospitals,Other Teachers and Instructors,1510,50920,2017-05-01
General Medical and Surgical Hospitals,Self-Enrichment Education Teachers,420,40600,2017-05-01
General Medical and Surgical Hospitals,Miscellaneous Teachers and Instructors,1070,54970,2017-05-01
General Medical and Surgical Hospitals,"Teachers and Instructors, All Other, Except Substitute Teachers",1060,55140,2017-05-01
General Medical and Surgical Hospitals,"Librarians, Curators, and Archivists",1210,56260,2017-05-01
General Medical and Surgical Hospitals,"Archivists, Curators, and Museum Technicians",70,67170,2017-05-01
General Medical and Surgical Hospitals,Archivists,70,67830,2017-05-01
General Medical and Surgical Hospitals,Librarians,980,58040,2017-05-01
General Medical and Surgical Hospitals,Library Technicians,160,40120,2017-05-01
General Medical and Surgical Hospitals,"Other Education, Training, and Library Occupations",1800,48780,2017-05-01
General Medical and Surgical Hospitals,Audio-Visual and Multimedia Collections Specialists,40,57350,2017-05-01
General Medical and Surgical Hospitals,Instructional Coordinators,710,70890,2017-05-01
General Medical and Surgical Hospitals,Teacher Assistants,910,28300,2017-05-01
General Medical and Surgical Hospitals,"Miscellaneous Education, Training, and Library Workers",140,66540,2017-05-01
General Medical and Surgical Hospitals,"Education, Training, and Library Workers, All Other",140,66540,2017-05-01
General Medical and Surgical Hospitals,"Arts, Design, Entertainment, Sports, and Media Occupations",10120,55870,2017-05-01
General Medical and Surgical Hospitals,Art and Design Workers,800,55210,2017-05-01
General Medical and Surgical Hospitals,Artists and Related Workers,110,59550,2017-05-01
General Medical and Surgical Hospitals,Multimedia Artists and Animators,50,47880,2017-05-01
General Medical and Surgical Hospitals,Designers,690,54540,2017-05-01
General Medical and Surgical Hospitals,Floral Designers,80,36380,2017-05-01
General Medical and Surgical Hospitals,Graphic Designers,520,56290,2017-05-01
General Medical and Surgical Hospitals,Interior Designers,90,59910,2017-05-01
General Medical and Surgical Hospitals,"Entertainers and Performers, Sports and Related Workers",240,56910,2017-05-01
General Medical and Surgical Hospitals,"Actors, Producers, and Directors",220,57660,2017-05-01
General Medical and Surgical Hospitals,Producers and Directors,NA,64140,2017-05-01
General Medical and Surgical Hospitals,Media and Communication Workers,8330,56380,2017-05-01
General Medical and Surgical Hospitals,Public Relations Specialists,3310,60880,2017-05-01
General Medical and Surgical Hospitals,Writers and Editors,700,71360,2017-05-01
General Medical and Surgical Hospitals,Editors,160,72200,2017-05-01
General Medical and Surgical Hospitals,Technical Writers,360,73550,2017-05-01
General Medical and Surgical Hospitals,Writers and Authors,180,66120,2017-05-01
General Medical and Surgical Hospitals,Miscellaneous Media and Communication Workers,4320,50490,2017-05-01
General Medical and Surgical Hospitals,Interpreters and Translators,4220,50430,2017-05-01
General Medical and Surgical Hospitals,"Media and Communication Workers, All Other",100,53240,2017-05-01
General Medical and Surgical Hospitals,Media and Communication Equipment Workers,750,50560,2017-05-01
General Medical and Surgical Hospitals,Broadcast and Sound Engineering Technicians and Radio Operators,500,46470,2017-05-01
General Medical and Surgical Hospitals,Audio and Video Equipment Technicians,490,46450,2017-05-01
General Medical and Surgical Hospitals,Photographers,170,56900,2017-05-01
General Medical and Surgical Hospitals,"Television, Video, and Motion Picture Camera Operators and Editors",50,55330,2017-05-01
General Medical and Surgical Hospitals,"Camera Operators, Television, Video, and Motion Picture",40,53600,2017-05-01
General Medical and Surgical Hospitals,Healthcare Practitioners and Technical Occupations,2637890,77210,2017-05-01
General Medical and Surgical Hospitals,Health Diagnosing and Treating Practitioners,1918870,86430,2017-05-01
General Medical and Surgical Hospitals,Chiropractors,340,65290,2017-05-01
General Medical and Surgical Hospitals,Dentists,1610,138590,2017-05-01
General Medical and Surgical Hospitals,"Dentists, General",1100,152620,2017-05-01
General Medical and Surgical Hospitals,Oral and Maxillofacial Surgeons,280,97090,2017-05-01
General Medical and Surgical Hospitals,Orthodontists,130,113640,2017-05-01
General Medical and Surgical Hospitals,"Dentists, All Other Specialists",90,137970,2017-05-01
General Medical and Surgical Hospitals,Dietitians and Nutritionists,15450,61440,2017-05-01
General Medical and Surgical Hospitals,Optometrists,270,102700,2017-05-01
General Medical and Surgical Hospitals,Pharmacists,62710,122560,2017-05-01
General Medical and Surgical Hospitals,Physicians and Surgeons,130230,186470,2017-05-01
General Medical and Surgical Hospitals,Anesthesiologists,2830,208730,2017-05-01
General Medical and Surgical Hospitals,Family and General Practitioners,17190,205150,2017-05-01
General Medical and Surgical Hospitals,"Internists, General",7700,181850,2017-05-01
General Medical and Surgical Hospitals,Obstetricians and Gynecologists,2440,211580,2017-05-01
General Medical and Surgical Hospitals,"Pediatricians, General",4230,176510,2017-05-01
General Medical and Surgical Hospitals,Psychiatrists,2800,203810,2017-05-01
General Medical and Surgical Hospitals,Surgeons,6170,224180,2017-05-01
General Medical and Surgical Hospitals,"Physicians and Surgeons, All Other",86880,179000,2017-05-01
General Medical and Surgical Hospitals,Physician Assistants,22560,106200,2017-05-01
General Medical and Surgical Hospitals,Podiatrists,650,135970,2017-05-01
General Medical and Surgical Hospitals,Therapists,185850,74350,2017-05-01
General Medical and Surgical Hospitals,Occupational Therapists,23440,84530,2017-05-01
General Medical and Surgical Hospitals,Physical Therapists,47320,88680,2017-05-01
General Medical and Surgical Hospitals,Radiation Therapists,10120,84980,2017-05-01
General Medical and Surgical Hospitals,Recreational Therapists,2720,51820,2017-05-01
General Medical and Surgical Hospitals,Respiratory Therapists,83330,62180,2017-05-01
General Medical and Surgical Hospitals,Speech-Language Pathologists,13840,84320,2017-05-01
General Medical and Surgical Hospitals,Exercise Physiologists,3300,51750,2017-05-01
General Medical and Surgical Hospitals,"Therapists, All Other",1780,66980,2017-05-01
General Medical and Surgical Hospitals,Veterinarians,90,103820,2017-05-01
General Medical and Surgical Hospitals,Registered Nurses,1447750,76020,2017-05-01
General Medical and Surgical Hospitals,Nurse Anesthetists,9930,184180,2017-05-01
General Medical and Surgical Hospitals,Nurse Midwives,1300,106430,2017-05-01
General Medical and Surgical Hospitals,Nurse Practitioners,35060,111400,2017-05-01
General Medical and Surgical Hospitals,Audiologists,1450,82370,2017-05-01
General Medical and Surgical Hospitals,Miscellaneous Health Diagnosing and Treating Practitioners,3600,81170,2017-05-01
General Medical and Surgical Hospitals,"Health Diagnosing and Treating Practitioners, All Other",3600,81170,2017-05-01
General Medical and Surgical Hospitals,Health Technologists and Technicians,702060,52430,2017-05-01
General Medical and Surgical Hospitals,Clinical Laboratory Technologists and Technicians,138250,55700,2017-05-01
General Medical and Surgical Hospitals,Dental Hygienists,530,70320,2017-05-01
General Medical and Surgical Hospitals,Diagnostic Related Technologists and Technicians,207820,64770,2017-05-01
General Medical and Surgical Hospitals,Cardiovascular Technologists and Technicians,38240,57360,2017-05-01
General Medical and Surgical Hospitals,Diagnostic Medical Sonographers,36200,73050,2017-05-01
General Medical and Surgical Hospitals,Nuclear Medicine Technologists,12240,77480,2017-05-01
General Medical and Surgical Hospitals,Radiologic Technologists,101590,62010,2017-05-01
General Medical and Surgical Hospitals,Magnetic Resonance Imaging Technologists,19550,70280,2017-05-01
General Medical and Surgical Hospitals,Emergency Medical Technicians and Paramedics,35670,38410,2017-05-01
General Medical and Surgical Hospitals,Health Practitioner Support Technologists and Technicians,146800,42640,2017-05-01
General Medical and Surgical Hospitals,Dietetic Technicians,10470,33080,2017-05-01
General Medical and Surgical Hospitals,Pharmacy Technicians,53030,37860,2017-05-01
General Medical and Surgical Hospitals,Psychiatric Technicians,9720,34870,2017-05-01
General Medical and Surgical Hospitals,Respiratory Therapy Technicians,5930,53700,2017-05-01
General Medical and Surgical Hospitals,Surgical Technologists,66230,48040,2017-05-01
General Medical and Surgical Hospitals,Veterinary Technologists and Technicians,140,43210,2017-05-01
General Medical and Surgical Hospitals,Ophthalmic Medical Technicians,1280,47350,2017-05-01
General Medical and Surgical Hospitals,Licensed Practical and Licensed Vocational Nurses,71190,44450,2017-05-01
General Medical and Surgical Hospitals,Medical Records and Health Information Technicians,56910,45660,2017-05-01
General Medical and Surgical Hospitals,"Opticians, Dispensing",360,42450,2017-05-01
General Medical and Surgical Hospitals,Miscellaneous Health Technologists and Technicians,44550,49480,2017-05-01
General Medical and Surgical Hospitals,Orthotists and Prosthetists,470,60220,2017-05-01
General Medical and Surgical Hospitals,Hearing Aid Specialists,130,43900,2017-05-01
General Medical and Surgical Hospitals,"Health Technologists and Technicians, All Other",43950,49380,2017-05-01
General Medical and Surgical Hospitals,Other Healthcare Practitioners and Technical Occupations,16950,59880,2017-05-01
General Medical and Surgical Hospitals,Occupational Health and Safety Specialists and Technicians,3310,68730,2017-05-01
General Medical and Surgical Hospitals,Occupational Health and Safety Specialists,2500,74650,2017-05-01
General Medical and Surgical Hospitals,Occupational Health and Safety Technicians,820,50630,2017-05-01
General Medical and Surgical Hospitals,Miscellaneous Health Practitioners and Technical Workers,13640,57730,2017-05-01
General Medical and Surgical Hospitals,Athletic Trainers,3790,47270,2017-05-01
General Medical and Surgical Hospitals,Genetic Counselors,850,77430,2017-05-01
General Medical and Surgical Hospitals,"Healthcare Practitioners and Technical Workers, All Other",8990,60290,2017-05-01
General Medical and Surgical Hospitals,Healthcare Support Occupations,563720,33060,2017-05-01
General Medical and Surgical Hospitals,"Nursing, Psychiatric, and Home Health Aides",352970,30560,2017-05-01
General Medical and Surgical Hospitals,Home Health Aides,6500,26830,2017-05-01
General Medical and Surgical Hospitals,Psychiatric Aides,3760,33440,2017-05-01
General Medical and Surgical Hospitals,Nursing Assistants,306380,30730,2017-05-01
General Medical and Surgical Hospitals,Orderlies,36340,29510,2017-05-01
General Medical and Surgical Hospitals,Occupational Therapy and Physical Therapist Assistants and Aides,26550,47600,2017-05-01
General Medical and Surgical Hospitals,Occupational Therapy Assistants and Aides,5350,48490,2017-05-01
General Medical and Surgical Hospitals,Occupational Therapy Assistants,4170,52920,2017-05-01
General Medical and Surgical Hospitals,Occupational Therapy Aides,1180,32790,2017-05-01
General Medical and Surgical Hospitals,Physical Therapist Assistants and Aides,21210,47370,2017-05-01
General Medical and Surgical Hospitals,Physical Therapist Assistants,14500,55030,2017-05-01
General Medical and Surgical Hospitals,Physical Therapist Aides,6700,30810,2017-05-01
General Medical and Surgical Hospitals,Other Healthcare Support Occupations,184190,35750,2017-05-01
General Medical and Surgical Hospitals,Massage Therapists,810,52590,2017-05-01
General Medical and Surgical Hospitals,Miscellaneous Healthcare Support Occupations,183380,35680,2017-05-01
General Medical and Surgical Hospitals,Dental Assistants,1700,39790,2017-05-01
General Medical and Surgical Hospitals,Medical Assistants,74510,34650,2017-05-01
General Medical and Surgical Hospitals,Medical Equipment Preparers,33260,37220,2017-05-01
General Medical and Surgical Hospitals,Medical Transcriptionists,11250,40710,2017-05-01
General Medical and Surgical Hospitals,Pharmacy Aides,2220,36520,2017-05-01
General Medical and Surgical Hospitals,Veterinary Assistants and Laboratory Animal Caretakers,610,34710,2017-05-01
General Medical and Surgical Hospitals,Phlebotomists,37960,33790,2017-05-01
General Medical and Surgical Hospitals,"Healthcare Support Workers, All Other",21870,37140,2017-05-01
General Medical and Surgical Hospitals,Protective Service Occupations,38110,37510,2017-05-01
General Medical and Surgical Hospitals,Supervisors of Protective Service Workers,2470,56690,2017-05-01
General Medical and Surgical Hospitals,First-Line Supervisors of Law Enforcement Workers,30,66570,2017-05-01
General Medical and Surgical Hospitals,First-Line Supervisors of Police and Detectives,30,66570,2017-05-01
General Medical and Surgical Hospitals,"Miscellaneous First-Line Supervisors, Protective Service Workers",2440,56560,2017-05-01
General Medical and Surgical Hospitals,"First-Line Supervisors of Protective Service Workers, All Other",2440,56560,2017-05-01
General Medical and Surgical Hospitals,Fire Fighting and Prevention Workers,50,46200,2017-05-01
General Medical and Surgical Hospitals,Firefighters,40,45230,2017-05-01
General Medical and Surgical Hospitals,Law Enforcement Workers,1160,58130,2017-05-01
General Medical and Surgical Hospitals,Police Officers,1150,58310,2017-05-01
General Medical and Surgical Hospitals,Police and Sheriff's Patrol Officers,1150,58310,2017-05-01
General Medical and Surgical Hospitals,Other Protective Service Workers,34430,35430,2017-05-01
General Medical and Surgical Hospitals,Security Guards and Gaming Surveillance Officers,33910,35430,2017-05-01
General Medical and Surgical Hospitals,Security Guards,33910,35430,2017-05-01
General Medical and Surgical Hospitals,Miscellaneous Protective Service Workers,510,34250,2017-05-01
General Medical and Surgical Hospitals,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",210,24440,2017-05-01
General Medical and Surgical Hospitals,Transportation Security Screeners,130,43650,2017-05-01
General Medical and Surgical Hospitals,"Protective Service Workers, All Other",160,39230,2017-05-01
General Medical and Surgical Hospitals,Food Preparation and Serving Related Occupations,103820,29660,2017-05-01
General Medical and Surgical Hospitals,Supervisors of Food Preparation and Serving Workers,7420,45710,2017-05-01
General Medical and Surgical Hospitals,Chefs and Head Cooks,1200,54700,2017-05-01
General Medical and Surgical Hospitals,First-Line Supervisors of Food Preparation and Serving Workers,6210,43970,2017-05-01
General Medical and Surgical Hospitals,Cooks and Food Preparation Workers,39380,30380,2017-05-01
General Medical and Surgical Hospitals,Cooks,26090,31360,2017-05-01
General Medical and Surgical Hospitals,"Cooks, Fast Food",50,29260,2017-05-01
General Medical and Surgical Hospitals,"Cooks, Institution and Cafeteria",25710,31390,2017-05-01
General Medical and Surgical Hospitals,"Cooks, Restaurant",70,29930,2017-05-01
General Medical and Surgical Hospitals,"Cooks, Short Order",250,29960,2017-05-01
General Medical and Surgical Hospitals,Food Preparation Workers,13290,28460,2017-05-01
General Medical and Surgical Hospitals,Food and Beverage Serving Workers,51190,27080,2017-05-01
General Medical and Surgical Hospitals,Fast Food and Counter Workers,16640,26500,2017-05-01
General Medical and Surgical Hospitals,"Combined Food Preparation and Serving Workers, Including Fast Food",13110,26360,2017-05-01
General Medical and Surgical Hospitals,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",3520,27010,2017-05-01
General Medical and Surgical Hospitals,Waiters and Waitresses,230,25590,2017-05-01
General Medical and Surgical Hospitals,"Food Servers, Nonrestaurant",34320,27370,2017-05-01
General Medical and Surgical Hospitals,Other Food Preparation and Serving Related Workers,5830,26960,2017-05-01
General Medical and Surgical Hospitals,Dining Room and Cafeteria Attendants and Bartender Helpers,1500,25770,2017-05-01
General Medical and Surgical Hospitals,Dishwashers,1990,27420,2017-05-01
General Medical and Surgical Hospitals,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",1450,25690,2017-05-01
General Medical and Surgical Hospitals,Miscellaneous Food Preparation and Serving Related Workers,900,29940,2017-05-01
General Medical and Surgical Hospitals,"Food Preparation and Serving Related Workers, All Other",900,29940,2017-05-01
General Medical and Surgical Hospitals,Building and Grounds Cleaning and Maintenance Occupations,147580,29010,2017-05-01
General Medical and Surgical Hospitals,Supervisors of Building and Grounds Cleaning and Maintenance Workers,5960,47350,2017-05-01
General Medical and Surgical Hospitals,First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers,5960,47350,2017-05-01
General Medical and Surgical Hospitals,First-Line Supervisors of Housekeeping and Janitorial Workers,5800,47180,2017-05-01
General Medical and Surgical Hospitals,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",160,53360,2017-05-01
General Medical and Surgical Hospitals,Building Cleaning and Pest Control Workers,139740,28150,2017-05-01
General Medical and Surgical Hospitals,Building Cleaning Workers,139680,28150,2017-05-01
General Medical and Surgical Hospitals,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",51450,28860,2017-05-01
General Medical and Surgical Hospitals,Maids and Housekeeping Cleaners,87950,27730,2017-05-01
General Medical and Surgical Hospitals,"Building Cleaning Workers, All Other",280,29430,2017-05-01
General Medical and Surgical Hospitals,Pest Control Workers,60,37580,2017-05-01
General Medical and Surgical Hospitals,Grounds Maintenance Workers,1880,34150,2017-05-01
General Medical and Surgical Hospitals,Landscaping and Groundskeeping Workers,1770,34200,2017-05-01
General Medical and Surgical Hospitals,"Grounds Maintenance Workers, All Other",110,34120,2017-05-01
General Medical and Surgical Hospitals,Personal Care and Service Occupations,19940,32130,2017-05-01
General Medical and Surgical Hospitals,Supervisors of Personal Care and Service Workers,730,52580,2017-05-01
General Medical and Surgical Hospitals,First-Line Supervisors of Personal Service Workers,730,52580,2017-05-01
General Medical and Surgical Hospitals,Animal Care and Service Workers,40,35110,2017-05-01
General Medical and Surgical Hospitals,Nonfarm Animal Caretakers,40,35110,2017-05-01
General Medical and Surgical Hospitals,Entertainment Attendants and Related Workers,320,23730,2017-05-01
General Medical and Surgical Hospitals,"Ushers, Lobby Attendants, and Ticket Takers",NA,26520,2017-05-01
General Medical and Surgical Hospitals,Miscellaneous Entertainment Attendants and Related Workers,280,23320,2017-05-01
General Medical and Surgical Hospitals,Amusement and Recreation Attendants,220,23150,2017-05-01
General Medical and Surgical Hospitals,"Locker Room, Coatroom, and Dressing Room Attendants",60,21120,2017-05-01
General Medical and Surgical Hospitals,Personal Appearance Workers,200,39550,2017-05-01
General Medical and Surgical Hospitals,"Barbers, Hairdressers, Hairstylists and Cosmetologists",80,37480,2017-05-01
General Medical and Surgical Hospitals,"Hairdressers, Hairstylists, and Cosmetologists",80,37550,2017-05-01
General Medical and Surgical Hospitals,Miscellaneous Personal Appearance Workers,120,40890,2017-05-01
General Medical and Surgical Hospitals,Skincare Specialists,100,42770,2017-05-01
General Medical and Surgical Hospitals,"Baggage Porters, Bellhops, and Concierges",740,34370,2017-05-01
General Medical and Surgical Hospitals,Baggage Porters and Bellhops,30,25480,2017-05-01
General Medical and Surgical Hospitals,Concierges,710,34760,2017-05-01
General Medical and Surgical Hospitals,Other Personal Care and Service Workers,17870,31260,2017-05-01
General Medical and Surgical Hospitals,Childcare Workers,3220,27620,2017-05-01
General Medical and Surgical Hospitals,Personal Care Aides,6800,28950,2017-05-01
General Medical and Surgical Hospitals,Recreation and Fitness Workers,6230,36310,2017-05-01
General Medical and Surgical Hospitals,Fitness Trainers and Aerobics Instructors,3870,40040,2017-05-01
General Medical and Surgical Hospitals,Recreation Workers,2360,30190,2017-05-01
General Medical and Surgical Hospitals,Residential Advisors,270,30550,2017-05-01
General Medical and Surgical Hospitals,Miscellaneous Personal Care and Service Workers,1340,28410,2017-05-01
