NAICS_TITLE,OCC_TITLE,TOT_EMP,A_MEAN,year
General Medical and Surgical Hospitals,Grounds Maintenance Workers,2100,30500,2013-05-01
General Medical and Surgical Hospitals,Landscaping and Groundskeeping Workers,1930,30260,2013-05-01
General Medical and Surgical Hospitals,"Grounds Maintenance Workers, All Other",140,34570,2013-05-01
General Medical and Surgical Hospitals,Personal Care and Service Occupations,21380,27190,2013-05-01
General Medical and Surgical Hospitals,Supervisors of Personal Care and Service Workers,470,47460,2013-05-01
General Medical and Surgical Hospitals,First-Line Supervisors of Personal Service Workers,470,47460,2013-05-01
General Medical and Surgical Hospitals,Animal Care and Service Workers,70,33660,2013-05-01
General Medical and Surgical Hospitals,Nonfarm Animal Caretakers,60,33260,2013-05-01
General Medical and Surgical Hospitals,Entertainment Attendants and Related Workers,290,22230,2013-05-01
General Medical and Surgical Hospitals,"Ushers, Lobby Attendants, and Ticket Takers",40,27820,2013-05-01
General Medical and Surgical Hospitals,Miscellaneous Entertainment Attendants and Related Workers,250,21270,2013-05-01
General Medical and Surgical Hospitals,Amusement and Recreation Attendants,160,21310,2013-05-01
General Medical and Surgical Hospitals,"Locker Room, Coatroom, and Dressing Room Attendants",90,21190,2013-05-01
General Medical and Surgical Hospitals,Personal Appearance Workers,140,37930,2013-05-01
General Medical and Surgical Hospitals,"Barbers, Hairdressers, Hairstylists and Cosmetologists",70,31500,2013-05-01
General Medical and Surgical Hospitals,"Hairdressers, Hairstylists, and Cosmetologists",70,31500,2013-05-01
General Medical and Surgical Hospitals,Miscellaneous Personal Appearance Workers,70,43940,2013-05-01
General Medical and Surgical Hospitals,Skincare Specialists,60,45820,2013-05-01
General Medical and Surgical Hospitals,"Baggage Porters, Bellhops, and Concierges",500,30360,2013-05-01
General Medical and Surgical Hospitals,Concierges,500,30360,2013-05-01
General Medical and Surgical Hospitals,Tour and Travel Guides,100,28390,2013-05-01
General Medical and Surgical Hospitals,Tour Guides and Escorts,100,28390,2013-05-01
General Medical and Surgical Hospitals,Other Personal Care and Service Workers,19800,26600,2013-05-01
General Medical and Surgical Hospitals,Childcare Workers,4040,24010,2013-05-01
General Medical and Surgical Hospitals,Personal Care Aides,6250,24620,2013-05-01
General Medical and Surgical Hospitals,Recreation and Fitness Workers,5400,34010,2013-05-01
General Medical and Surgical Hospitals,Fitness Trainers and Aerobics Instructors,3160,37780,2013-05-01
General Medical and Surgical Hospitals,Recreation Workers,2240,28700,2013-05-01
General Medical and Surgical Hospitals,Residential Advisors,140,30560,2013-05-01
General Medical and Surgical Hospitals,Miscellaneous Personal Care and Service Workers,3970,22110,2013-05-01
General Medical and Surgical Hospitals,"Personal Care and Service Workers, All Other",3970,22110,2013-05-01
General Medical and Surgical Hospitals,Sales and Related Occupations,9680,31450,2013-05-01
General Medical and Surgical Hospitals,Supervisors of Sales Workers,860,47600,2013-05-01
General Medical and Surgical Hospitals,First-Line Supervisors of Sales Workers,860,47600,2013-05-01
General Medical and Surgical Hospitals,First-Line Supervisors of Retail Sales Workers,830,47060,2013-05-01
General Medical and Surgical Hospitals,First-Line Supervisors of Non-Retail Sales Workers,30,61800,2013-05-01
General Medical and Surgical Hospitals,Retail Sales Workers,7680,25990,2013-05-01
General Medical and Surgical Hospitals,Cashiers,6620,25850,2013-05-01
General Medical and Surgical Hospitals,Counter and Rental Clerks and Parts Salespersons,30,26530,2013-05-01
General Medical and Surgical Hospitals,Counter and Rental Clerks,30,26530,2013-05-01
General Medical and Surgical Hospitals,Retail Salespersons,1030,26830,2013-05-01
General Medical and Surgical Hospitals,"Sales Representatives, Services",900,59210,2013-05-01
General Medical and Surgical Hospitals,Insurance Sales Agents,30,41460,2013-05-01
General Medical and Surgical Hospitals,"Miscellaneous Sales Representatives, Services",870,59890,2013-05-01
General Medical and Surgical Hospitals,"Sales Representatives, Services, All Other",870,59890,2013-05-01
General Medical and Surgical Hospitals,"Sales Representatives, Wholesale and Manufacturing",60,49900,2013-05-01
General Medical and Surgical Hospitals,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",40,42850,2013-05-01
General Medical and Surgical Hospitals,Other Sales and Related Workers,180,42400,2013-05-01
General Medical and Surgical Hospitals,Miscellaneous Sales and Related Workers,150,43980,2013-05-01
General Medical and Surgical Hospitals,"Sales and Related Workers, All Other",150,43980,2013-05-01
General Medical and Surgical Hospitals,Office and Administrative Support Occupations,597290,35440,2013-05-01
General Medical and Surgical Hospitals,Supervisors of Office and Administrative Support Workers,34270,57480,2013-05-01
General Medical and Surgical Hospitals,First-Line Supervisors of Office and Administrative Support Workers,34270,57480,2013-05-01
General Medical and Surgical Hospitals,Communications Equipment Operators,16170,28790,2013-05-01
General Medical and Surgical Hospitals,"Switchboard Operators, Including Answering Service",14350,28330,2013-05-01
General Medical and Surgical Hospitals,Telephone Operators,1490,31290,2013-05-01
General Medical and Surgical Hospitals,Miscellaneous Communications Equipment Operators,330,37800,2013-05-01
General Medical and Surgical Hospitals,"Communications Equipment Operators, All Other",330,37800,2013-05-01
General Medical and Surgical Hospitals,Financial Clerks,75350,36060,2013-05-01
General Medical and Surgical Hospitals,Bill and Account Collectors,12100,35480,2013-05-01
General Medical and Surgical Hospitals,Billing and Posting Clerks,37990,35050,2013-05-01
General Medical and Surgical Hospitals,"Bookkeeping, Accounting, and Auditing Clerks",17510,37730,2013-05-01
General Medical and Surgical Hospitals,Payroll and Timekeeping Clerks,3220,40820,2013-05-01
General Medical and Surgical Hospitals,Procurement Clerks,3750,36640,2013-05-01
General Medical and Surgical Hospitals,Tellers,100,29120,2013-05-01
General Medical and Surgical Hospitals,Miscellaneous Financial Clerks,680,35130,2013-05-01
General Medical and Surgical Hospitals,"Financial Clerks, All Other",680,35130,2013-05-01
General Medical and Surgical Hospitals,Information and Record Clerks,158040,32260,2013-05-01
General Medical and Surgical Hospitals,Correspondence Clerks,330,33780,2013-05-01
General Medical and Surgical Hospitals,"Credit Authorizers, Checkers, and Clerks",1010,41510,2013-05-01
General Medical and Surgical Hospitals,Customer Service Representatives,34320,33690,2013-05-01
General Medical and Surgical Hospitals,"Eligibility Interviewers, Government Programs",970,39740,2013-05-01
General Medical and Surgical Hospitals,File Clerks,9210,29460,2013-05-01
General Medical and Surgical Hospitals,"Interviewers, Except Eligibility and Loan",64510,32490,2013-05-01
General Medical and Surgical Hospitals,"Library Assistants, Clerical",310,33340,2013-05-01
General Medical and Surgical Hospitals,New Accounts Clerks,30,29730,2013-05-01
General Medical and Surgical Hospitals,Order Clerks,120,33690,2013-05-01
General Medical and Surgical Hospitals,"Human Resources Assistants, Except Payroll and Timekeeping",5490,37650,2013-05-01
General Medical and Surgical Hospitals,Receptionists and Information Clerks,32170,29470,2013-05-01
General Medical and Surgical Hospitals,Miscellaneous Information and Record Clerks,9540,32690,2013-05-01
General Medical and Surgical Hospitals,"Information and Record Clerks, All Other",9540,32690,2013-05-01
General Medical and Surgical Hospitals,"Material Recording, Scheduling, Dispatching, and Distributing Workers",36180,31960,2013-05-01
General Medical and Surgical Hospitals,Couriers and Messengers,4660,28670,2013-05-01
General Medical and Surgical Hospitals,Dispatchers,2560,33940,2013-05-01
General Medical and Surgical Hospitals,"Police, Fire, and Ambulance Dispatchers",1110,34700,2013-05-01
General Medical and Surgical Hospitals,"Dispatchers, Except Police, Fire, and Ambulance",1450,33370,2013-05-01
General Medical and Surgical Hospitals,"Production, Planning, and Expediting Clerks",4170,41570,2013-05-01
General Medical and Surgical Hospitals,"Shipping, Receiving, and Traffic Clerks",2690,31400,2013-05-01
General Medical and Surgical Hospitals,Stock Clerks and Order Fillers,21990,30660,2013-05-01
General Medical and Surgical Hospitals,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",110,35060,2013-05-01
General Medical and Surgical Hospitals,Secretaries and Administrative Assistants,191220,36380,2013-05-01
General Medical and Surgical Hospitals,Executive Secretaries and Executive Administrative Assistants,23290,49290,2013-05-01
General Medical and Surgical Hospitals,Legal Secretaries,110,50190,2013-05-01
General Medical and Surgical Hospitals,Medical Secretaries,115060,33480,2013-05-01
General Medical and Surgical Hospitals,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",52760,36970,2013-05-01
General Medical and Surgical Hospitals,Other Office and Administrative Support Workers,86070,32620,2013-05-01
General Medical and Surgical Hospitals,Computer Operators,2420,39990,2013-05-01
General Medical and Surgical Hospitals,Data Entry and Information Processing Workers,4590,31800,2013-05-01
General Medical and Surgical Hospitals,Data Entry Keyers,3690,31010,2013-05-01
General Medical and Surgical Hospitals,Word Processors and Typists,900,35040,2013-05-01
General Medical and Surgical Hospitals,Desktop Publishers,70,47840,2013-05-01
General Medical and Surgical Hospitals,Insurance Claims and Policy Processing Clerks,1680,37550,2013-05-01
General Medical and Surgical Hospitals,"Mail Clerks and Mail Machine Operators, Except Postal Service",1280,30350,2013-05-01
General Medical and Surgical Hospitals,"Office Clerks, General",66470,31720,2013-05-01
General Medical and Surgical Hospitals,"Office Machine Operators, Except Computer",1370,30580,2013-05-01
General Medical and Surgical Hospitals,Proofreaders and Copy Markers,80,34340,2013-05-01
General Medical and Surgical Hospitals,Statistical Assistants,520,40520,2013-05-01
General Medical and Surgical Hospitals,Miscellaneous Office and Administrative Support Workers,7570,37650,2013-05-01
General Medical and Surgical Hospitals,"Office and Administrative Support Workers, All Other",7570,37650,2013-05-01
General Medical and Surgical Hospitals,Construction and Extraction Occupations,9050,51620,2013-05-01
General Medical and Surgical Hospitals,Supervisors of Construction and Extraction Workers,570,68780,2013-05-01
General Medical and Surgical Hospitals,First-Line Supervisors of Construction Trades and Extraction Workers,570,68780,2013-05-01
General Medical and Surgical Hospitals,Construction Trades Workers,8090,51130,2013-05-01
General Medical and Surgical Hospitals,Boilermakers,60,59340,2013-05-01
General Medical and Surgical Hospitals,Carpenters,1790,50540,2013-05-01
General Medical and Surgical Hospitals,Construction Laborers,140,46330,2013-05-01
General Medical and Surgical Hospitals,Construction Equipment Operators,70,59430,2013-05-01
General Medical and Surgical Hospitals,Operating Engineers and Other Construction Equipment Operators,70,60050,2013-05-01
General Medical and Surgical Hospitals,"Drywall Installers, Ceiling Tile Installers, and Tapers",30,40430,2013-05-01
General Medical and Surgical Hospitals,Drywall and Ceiling Tile Installers,30,40430,2013-05-01
General Medical and Surgical Hospitals,Electricians,2560,55180,2013-05-01
General Medical and Surgical Hospitals,Painters and Paperhangers,1960,44100,2013-05-01
General Medical and Surgical Hospitals,"Painters, Construction and Maintenance",1940,44010,2013-05-01
General Medical and Surgical Hospitals,"Pipelayers, Plumbers, Pipefitters, and Steamfitters",1390,54230,2013-05-01
General Medical and Surgical Hospitals,"Plumbers, Pipefitters, and Steamfitters",1380,54220,2013-05-01
General Medical and Surgical Hospitals,"Helpers, Construction Trades",50,34410,2013-05-01
General Medical and Surgical Hospitals,Other Construction and Related Workers,350,37360,2013-05-01
General Medical and Surgical Hospitals,Hazardous Materials Removal Workers,260,36110,2013-05-01
General Medical and Surgical Hospitals,Miscellaneous Construction and Related Workers,70,38340,2013-05-01
General Medical and Surgical Hospitals,"Construction and Related Workers, All Other",70,38340,2013-05-01
General Medical and Surgical Hospitals,"Installation, Maintenance, and Repair Occupations",41380,46030,2013-05-01
General Medical and Surgical Hospitals,"Supervisors of Installation, Maintenance, and Repair Workers",3670,63750,2013-05-01
General Medical and Surgical Hospitals,"First-Line Supervisors of Mechanics, Installers, and Repairers",3670,63750,2013-05-01
General Medical and Surgical Hospitals,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",840,51940,2013-05-01
General Medical and Surgical Hospitals,"Computer, Automated Teller, and Office Machine Repairers",170,47610,2013-05-01
General Medical and Surgical Hospitals,Radio and Telecommunications Equipment Installers and Repairers,420,53570,2013-05-01
General Medical and Surgical Hospitals,"Telecommunications Equipment Installers and Repairers, Except Line Installers",420,53540,2013-05-01
General Medical and Surgical Hospitals,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",240,52220,2013-05-01
General Medical and Surgical Hospitals,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",180,52210,2013-05-01
General Medical and Surgical Hospitals,Security and Fire Alarm Systems Installers,50,53630,2013-05-01
General Medical and Surgical Hospitals,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",240,46740,2013-05-01
General Medical and Surgical Hospitals,Automotive Technicians and Repairers,110,47920,2013-05-01
General Medical and Surgical Hospitals,Automotive Service Technicians and Mechanics,110,47920,2013-05-01
General Medical and Surgical Hospitals,Bus and Truck Mechanics and Diesel Engine Specialists,100,39740,2013-05-01
General Medical and Surgical Hospitals,"Other Installation, Maintenance, and Repair Occupations",36640,44120,2013-05-01
General Medical and Surgical Hospitals,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",2650,52560,2013-05-01
General Medical and Surgical Hospitals,"Industrial Machinery Installation, Repair, and Maintenance Workers",1110,47470,2013-05-01
General Medical and Surgical Hospitals,Industrial Machinery Mechanics,350,48070,2013-05-01
General Medical and Surgical Hospitals,"Maintenance Workers, Machinery",740,47150,2013-05-01
General Medical and Surgical Hospitals,Line Installers and Repairers,50,48540,2013-05-01
General Medical and Surgical Hospitals,Telecommunications Line Installers and Repairers,40,50400,2013-05-01
General Medical and Surgical Hospitals,Precision Instrument and Equipment Repairers,5380,50530,2013-05-01
General Medical and Surgical Hospitals,Camera and Photographic Equipment Repairers,80,36200,2013-05-01
General Medical and Surgical Hospitals,Medical Equipment Repairers,5220,50820,2013-05-01
General Medical and Surgical Hospitals,"Precision Instrument and Equipment Repairers, All Other",70,47010,2013-05-01
General Medical and Surgical Hospitals,"Maintenance and Repair Workers, General",26580,41970,2013-05-01
General Medical and Surgical Hospitals,"Miscellaneous Installation, Maintenance, and Repair Workers",850,39490,2013-05-01
General Medical and Surgical Hospitals,Locksmiths and Safe Repairers,250,48310,2013-05-01
General Medical and Surgical Hospitals,"Helpers--Installation, Maintenance, and Repair Workers",410,33780,2013-05-01
General Medical and Surgical Hospitals,"Installation, Maintenance, and Repair Workers, All Other",150,40600,2013-05-01
General Medical and Surgical Hospitals,Production Occupations,16410,40150,2013-05-01
General Medical and Surgical Hospitals,Supervisors of Production Workers,930,61450,2013-05-01
General Medical and Surgical Hospitals,First-Line Supervisors of Production and Operating Workers,930,61450,2013-05-01
General Medical and Surgical Hospitals,Food Processing Workers,240,30300,2013-05-01
General Medical and Surgical Hospitals,Bakers,230,30430,2013-05-01
General Medical and Surgical Hospitals,Metal Workers and Plastic Workers,60,52330,2013-05-01
General Medical and Surgical Hospitals,Machinists,50,51840,2013-05-01
General Medical and Surgical Hospitals,Printing Workers,310,40310,2013-05-01
General Medical and Surgical Hospitals,Printing Press Operators,260,41000,2013-05-01
General Medical and Surgical Hospitals,"Textile, Apparel, and Furnishings Workers",8380,25330,2013-05-01
General Medical and Surgical Hospitals,Laundry and Dry-Cleaning Workers,8310,25290,2013-05-01
General Medical and Surgical Hospitals,Sewing Machine Operators,40,31250,2013-05-01
General Medical and Surgical Hospitals,Woodworkers,70,48610,2013-05-01
General Medical and Surgical Hospitals,Cabinetmakers and Bench Carpenters,70,48610,2013-05-01
General Medical and Surgical Hospitals,Plant and System Operators,5440,59510,2013-05-01
General Medical and Surgical Hospitals,"Power Plant Operators, Distributors, and Dispatchers",590,61010,2013-05-01
General Medical and Surgical Hospitals,Power Plant Operators,590,61010,2013-05-01
General Medical and Surgical Hospitals,Stationary Engineers and Boiler Operators,4720,59500,2013-05-01
General Medical and Surgical Hospitals,Miscellaneous Plant and System Operators,120,53240,2013-05-01
General Medical and Surgical Hospitals,"Plant and System Operators, All Other",120,53240,2013-05-01
General Medical and Surgical Hospitals,Other Production Occupations,960,40290,2013-05-01
General Medical and Surgical Hospitals,"Inspectors, Testers, Sorters, Samplers, and Weighers",80,51930,2013-05-01
General Medical and Surgical Hospitals,"Medical, Dental, and Ophthalmic Laboratory Technicians",600,40240,2013-05-01
General Medical and Surgical Hospitals,Medical Appliance Technicians,550,39390,2013-05-01
General Medical and Surgical Hospitals,Ophthalmic Laboratory Technicians,40,48640,2013-05-01
General Medical and Surgical Hospitals,Painting Workers,40,40470,2013-05-01
General Medical and Surgical Hospitals,Photographic Process Workers and Processing Machine Operators,40,28570,2013-05-01
General Medical and Surgical Hospitals,Miscellaneous Production Workers,200,38650,2013-05-01
General Medical and Surgical Hospitals,"Production Workers, All Other",190,38970,2013-05-01
General Medical and Surgical Hospitals,Transportation and Material Moving Occupations,11500,30190,2013-05-01
General Medical and Surgical Hospitals,Supervisors of Transportation and Material Moving Workers,480,54260,2013-05-01
General Medical and Surgical Hospitals,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",230,52390,2013-05-01
General Medical and Surgical Hospitals,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,250,55990,2013-05-01
General Medical and Surgical Hospitals,Air Transportation Workers,110,72690,2013-05-01
General Medical and Surgical Hospitals,Aircraft Pilots and Flight Engineers,100,74580,2013-05-01
General Medical and Surgical Hospitals,Commercial Pilots,100,74720,2013-05-01
General Medical and Surgical Hospitals,Motor Vehicle Operators,5340,29130,2013-05-01
General Medical and Surgical Hospitals,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",1200,28120,2013-05-01
General Medical and Surgical Hospitals,Bus Drivers,410,30150,2013-05-01
General Medical and Surgical Hospitals,"Bus Drivers, Transit and Intercity",40,36180,2013-05-01
General Medical and Surgical Hospitals,"Bus Drivers, School or Special Client",370,29500,2013-05-01
General Medical and Surgical Hospitals,Driver/Sales Workers and Truck Drivers,1030,32080,2013-05-01
General Medical and Surgical Hospitals,Heavy and Tractor-Trailer Truck Drivers,120,37130,2013-05-01
General Medical and Surgical Hospitals,Light Truck or Delivery Services Drivers,900,31320,2013-05-01
General Medical and Surgical Hospitals,Taxi Drivers and Chauffeurs,2440,27360,2013-05-01
General Medical and Surgical Hospitals,Miscellaneous Motor Vehicle Operators,260,37170,2013-05-01
General Medical and Surgical Hospitals,"Motor Vehicle Operators, All Other",260,37170,2013-05-01
General Medical and Surgical Hospitals,Other Transportation Workers,2530,24830,2013-05-01
General Medical and Surgical Hospitals,Parking Lot Attendants,2060,24520,2013-05-01
General Medical and Surgical Hospitals,"Transportation Attendants, Except Flight Attendants",280,24900,2013-05-01
General Medical and Surgical Hospitals,Miscellaneous Transportation Workers,190,28050,2013-05-01
General Medical and Surgical Hospitals,"Transportation Workers, All Other",190,28050,2013-05-01
General Medical and Surgical Hospitals,Material Moving Workers,3050,31210,2013-05-01
General Medical and Surgical Hospitals,Industrial Truck and Tractor Operators,80,37620,2013-05-01
General Medical and Surgical Hospitals,"Laborers and Material Movers, Hand",2830,30790,2013-05-01
General Medical and Surgical Hospitals,"Laborers and Freight, Stock, and Material Movers, Hand",2800,30870,2013-05-01
General Medical and Surgical Hospitals,Refuse and Recyclable Material Collectors,50,31980,2013-05-01
General Medical and Surgical Hospitals,Miscellaneous Material Moving Workers,90,38610,2013-05-01
General Medical and Surgical Hospitals,"Material Moving Workers, All Other",90,38610,2013-05-01
General Medical and Surgical Hospitals,Sheet Metal Workers,30,72430,2013-05-01
General Medical and Surgical Hospitals,Helpers--Electricians,40,48460,2013-05-01
General Medical and Surgical Hospitals,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",40,52060,2013-05-01
General Medical and Surgical Hospitals,Industry Total,5096190,51060,2008-05-01
General Medical and Surgical Hospitals,Management occupations,175390,96650,2008-05-01
General Medical and Surgical Hospitals,Chief executives,5730,175050,2008-05-01
General Medical and Surgical Hospitals,General and operations managers,16100,105510,2008-05-01
General Medical and Surgical Hospitals,Advertising and promotions managers,100,97150,2008-05-01
General Medical and Surgical Hospitals,Marketing managers,1150,97010,2008-05-01
General Medical and Surgical Hospitals,Sales managers,230,104890,2008-05-01
General Medical and Surgical Hospitals,Public relations managers,1610,95060,2008-05-01
General Medical and Surgical Hospitals,Administrative services managers,11270,82090,2008-05-01
General Medical and Surgical Hospitals,Computer and information systems managers,5450,102700,2008-05-01
General Medical and Surgical Hospitals,Financial managers,8830,104720,2008-05-01
General Medical and Surgical Hospitals,Compensation and benefits managers,1260,90680,2008-05-01
General Medical and Surgical Hospitals,Training and development managers,1380,90670,2008-05-01
General Medical and Surgical Hospitals,"Human resources managers, all other",2880,97820,2008-05-01
General Medical and Surgical Hospitals,Industrial production managers,50,86100,2008-05-01
General Medical and Surgical Hospitals,Purchasing managers,1490,85850,2008-05-01
General Medical and Surgical Hospitals,"Transportation, storage, and distribution managers",280,74130,2008-05-01
General Medical and Surgical Hospitals,Construction managers,450,92390,2008-05-01
General Medical and Surgical Hospitals,"Education administrators, preschool and child care center/program",150,57000,2008-05-01
General Medical and Surgical Hospitals,"Education administrators, postsecondary",380,120940,2008-05-01
General Medical and Surgical Hospitals,"Education administrators, all other",590,99990,2008-05-01
General Medical and Surgical Hospitals,Engineering managers,370,100050,2008-05-01
General Medical and Surgical Hospitals,Food service managers,1390,67940,2008-05-01
General Medical and Surgical Hospitals,Lodging managers,60,65560,2008-05-01
General Medical and Surgical Hospitals,Medical and health services managers,96910,94090,2008-05-01
General Medical and Surgical Hospitals,Natural sciences managers,260,108720,2008-05-01
General Medical and Surgical Hospitals,"Property, real estate, and community association managers",190,86960,2008-05-01
General Medical and Surgical Hospitals,Social and community service managers,3330,70570,2008-05-01
General Medical and Surgical Hospitals,"Managers, all other",13480,87370,2008-05-01
General Medical and Surgical Hospitals,Business and financial operations occupations,92160,56310,2008-05-01
General Medical and Surgical Hospitals,"Purchasing agents and buyers, farm products",90,45380,2008-05-01
General Medical and Surgical Hospitals,"Wholesale and retail buyers, except farm products",610,45290,2008-05-01
General Medical and Surgical Hospitals,"Purchasing agents, except wholesale, retail, and farm products",7720,47520,2008-05-01
General Medical and Surgical Hospitals,"Claims adjusters, examiners, and investigators",330,53160,2008-05-01
General Medical and Surgical Hospitals,"Compliance officers, except agriculture, construction, health and safety, and transportation",2420,62710,2008-05-01
General Medical and Surgical Hospitals,Cost estimators,70,63520,2008-05-01
General Medical and Surgical Hospitals,Emergency management specialists,950,58240,2008-05-01
General Medical and Surgical Hospitals,"Employment, recruitment, and placement specialists",5680,52850,2008-05-01
General Medical and Surgical Hospitals,"Compensation, benefits, and job analysis specialists",3420,52780,2008-05-01
General Medical and Surgical Hospitals,Training and development specialists,7300,57460,2008-05-01
General Medical and Surgical Hospitals,"Human resources, training, and labor relations specialists, all other",5900,55590,2008-05-01
General Medical and Surgical Hospitals,Logisticians,300,59950,2008-05-01
General Medical and Surgical Hospitals,Management analysts,5240,67390,2008-05-01
General Medical and Surgical Hospitals,Meeting and convention planners,260,48750,2008-05-01
General Medical and Surgical Hospitals,"Business operations specialists, all other",26900,57150,2008-05-01
General Medical and Surgical Hospitals,Accountants and auditors,14810,57330,2008-05-01
General Medical and Surgical Hospitals,Budget analysts,900,63370,2008-05-01
General Medical and Surgical Hospitals,Credit analysts,160,47460,2008-05-01
General Medical and Surgical Hospitals,Financial analysts,3760,63850,2008-05-01
General Medical and Surgical Hospitals,Personal financial advisors,1060,43370,2008-05-01
General Medical and Surgical Hospitals,Financial examiners,50,54960,2008-05-01
General Medical and Surgical Hospitals,Loan counselors,610,38280,2008-05-01
General Medical and Surgical Hospitals,Loan officers,40,48040,2008-05-01
General Medical and Surgical Hospitals,"Financial specialists, all other",3590,51640,2008-05-01
General Medical and Surgical Hospitals,Computer and mathematical science occupations,52180,61630,2008-05-01
General Medical and Surgical Hospitals,"Computer and information scientists, research",30,68120,2008-05-01
General Medical and Surgical Hospitals,Computer programmers,3010,69410,2008-05-01
General Medical and Surgical Hospitals,"Computer software engineers, applications",4060,74740,2008-05-01
General Medical and Surgical Hospitals,"Computer software engineers, systems software",1140,74820,2008-05-01
General Medical and Surgical Hospitals,Computer support specialists,12630,44760,2008-05-01
General Medical and Surgical Hospitals,Computer systems analysts,12690,67140,2008-05-01
General Medical and Surgical Hospitals,Database administrators,2010,67270,2008-05-01
General Medical and Surgical Hospitals,Network and computer systems administrators,8420,66170,2008-05-01
General Medical and Surgical Hospitals,Network systems and data communications analysts,3730,65610,2008-05-01
General Medical and Surgical Hospitals,"Computer specialists, all other",2080,60090,2008-05-01
General Medical and Surgical Hospitals,Actuaries,40,88870,2008-05-01
General Medical and Surgical Hospitals,Operations research analysts,1320,63210,2008-05-01
General Medical and Surgical Hospitals,Statisticians,980,48500,2008-05-01
General Medical and Surgical Hospitals,"Mathematical scientists, all other",30,60010,2008-05-01
General Medical and Surgical Hospitals,Architecture and engineering occupations,3910,61000,2008-05-01
General Medical and Surgical Hospitals,"Architects, except landscape and naval",110,79710,2008-05-01
General Medical and Surgical Hospitals,Biomedical engineers,1490,62850,2008-05-01
General Medical and Surgical Hospitals,Civil engineers,110,74520,2008-05-01
General Medical and Surgical Hospitals,Electrical engineers,100,76450,2008-05-01
General Medical and Surgical Hospitals,Environmental engineers,60,72650,2008-05-01
General Medical and Surgical Hospitals,"Health and safety engineers, except mining safety engineers and inspectors",420,53270,2008-05-01
General Medical and Surgical Hospitals,Industrial engineers,80,77030,2008-05-01
General Medical and Surgical Hospitals,Mechanical engineers,120,69030,2008-05-01
General Medical and Surgical Hospitals,"Engineers, all other",370,73570,2008-05-01
General Medical and Surgical Hospitals,Architectural and civil drafters,40,49220,2008-05-01
General Medical and Surgical Hospitals,"Drafters, all other",40,43880,2008-05-01
General Medical and Surgical Hospitals,Electrical and electronic engineering technicians,240,49310,2008-05-01
General Medical and Surgical Hospitals,Environmental engineering technicians,110,31840,2008-05-01
General Medical and Surgical Hospitals,Mechanical engineering technicians,80,50110,2008-05-01
General Medical and Surgical Hospitals,"Engineering technicians, except drafters, all other",390,48290,2008-05-01
General Medical and Surgical Hospitals,"Life, physical, and social science occupations",25550,69050,2008-05-01
General Medical and Surgical Hospitals,Biochemists and biophysicists,450,100380,2008-05-01
General Medical and Surgical Hospitals,Microbiologists,430,67320,2008-05-01
General Medical and Surgical Hospitals,"Biological scientists, all other",750,48900,2008-05-01
General Medical and Surgical Hospitals,Epidemiologists,580,71030,2008-05-01
General Medical and Surgical Hospitals,"Medical scientists, except epidemiologists",8420,80090,2008-05-01
General Medical and Surgical Hospitals,"Life scientists, all other",780,64700,2008-05-01
General Medical and Surgical Hospitals,Physicists,830,143390,2008-05-01
General Medical and Surgical Hospitals,Chemists,260,63390,2008-05-01
General Medical and Surgical Hospitals,"Environmental scientists and specialists, including health",NA,67270,2008-05-01
General Medical and Surgical Hospitals,"Physical scientists, all other",40,85080,2008-05-01
General Medical and Surgical Hospitals,Market research analysts,1140,56770,2008-05-01
General Medical and Surgical Hospitals,"Clinical, counseling, and school psychologists",4140,73050,2008-05-01
General Medical and Surgical Hospitals,"Psychologists, all other",900,95940,2008-05-01
General Medical and Surgical Hospitals,"Social scientists and related workers, all other",150,67120,2008-05-01
General Medical and Surgical Hospitals,Biological technicians,2500,42010,2008-05-01
General Medical and Surgical Hospitals,Chemical technicians,40,50310,2008-05-01
General Medical and Surgical Hospitals,Nuclear technicians,50,55570,2008-05-01
General Medical and Surgical Hospitals,Social science research assistants,610,37130,2008-05-01
General Medical and Surgical Hospitals,"Environmental science and protection technicians, including health",990,37560,2008-05-01
General Medical and Surgical Hospitals,"Life, physical, and social science technicians, all other",1850,43730,2008-05-01
General Medical and Surgical Hospitals,Community and social services occupations,103380,49290,2008-05-01
General Medical and Surgical Hospitals,Substance abuse and behavioral disorder counselors,6310,44210,2008-05-01
General Medical and Surgical Hospitals,"Educational, vocational, and school counselors",300,39440,2008-05-01
General Medical and Surgical Hospitals,Marriage and family therapists,580,54110,2008-05-01
General Medical and Surgical Hospitals,Mental health counselors,6710,43860,2008-05-01
General Medical and Surgical Hospitals,Rehabilitation counselors,1400,47180,2008-05-01
